Date,Dividends
2012-12-06,0.750000
2011-12-14,0.600000
2010-12-09,0.400000
2009-12-10,0.350000
2008-12-11,0.350000
2007-12-05,0.350000
2006-12-13,0.305720
2005-12-08,0.266270
2004-12-08,0.236690
2003-12-10,0.207100
2002-12-11,0.207100
2001-12-05,0.207100
2000-12-06,0.207100
